StudentID,Name,Age,Email,Department,GPA,GraduationYear
19291,Jennifer Walker,23,jennifer.walker765@university.edu,Biology,2.65,2026
8312,Jennifer Jenkins,18,jennifer.jenkins302@university.edu,Computer Science,3.25,2028
8051,Joe Greene,19,joe.greene317@yahoo.com,Mathematics,3.28,2027
19293,Katherine Wright,18,katherine.wright220@university.edu,Physics,2.69,2027
63037,Krista Fuller,25,krista.fuller850@gmail.com,Chemistry,2.81,2028
16989,Christopher Klein,21,christopher.klein265@hotmail.com,Computer Science,2.33,2026
93098,Kara Roberts,19,kara.roberts340@university.edu,Biology,2.85,2028
74359,Edward Weeks,20,edward.weeks475@university.edu,Chemistry,2.79,2029
44487,Elizabeth Gay,21,elizabeth.gay221@hotmail.com,Computer Science,3.16,2024
8511,Brittany Thompson,19,chavezallison@yahoo.com,Chemistry,2.82,2024
2706,Brandi Roberts,24,joshua76@yahoo.com,Computer Science,3.88,2025
95638,Michael Stanley,22,michael.stanley677@hotmail.com,Computer Science,2.27,2024
85516,Alicia Perez,21,alicia.perez915@yahoo.com,Chemistry,2.72,2030
92571,Jennifer Greene,19,jennifer.greene699@yahoo.com,Biology,3.14,2024
34527,Jennifer Townsend,18,jennifer.townsend620@gmail.com,Chemistry,3.44,2026
56358,Deborah Roberson,23,deborah.roberson982@yahoo.com,Physics,2.67,2030
76332,Desiree Smith,22,desiree.smith7@university.edu,Physics,3.31,2025
53517,Jennifer Roman,20,jennifer.roman938@gmail.com,Chemistry,3.39,2030
39525,Casey Murphy,22,casey.murphy282@university.edu,Computer Science,3.09,2028
19332,Kelly Wright,24,kelly.wright409@gmail.com,Computer Science,3.92,2027
95805,Rebecca Barrett,21,rebecca.barrett252@yahoo.com,Chemistry,2.81,2028
37087,Zachary Robinson,20,zachary.robinson71@yahoo.com,Computer Science,4.0,2030
94707,William Cunningham,22,william.cunningham921@yahoo.com,Computer Science,3.2,2027
99269,William Miller,19,william.miller216@yahoo.com,Computer Science,3.78,2024
2142,Thomas Barker,25,mmelendez@lewis.com,Chemistry,2.54,2028
86033,Justin Hurley,24,justin.hurley795@yahoo.com,Biology,3.74,2024
65858,David Robles,25,david.robles294@university.edu,Physics,2.94,2030
55870,Cheryl Turner,22,cheryl.turner784@university.edu,Mathematics,3.14,2025
80133,Gregory Russell,20,gregory.russell224@university.edu,Mathematics,2.73,2030
68331,Katie Mitchell,24,katie.mitchell130@yahoo.com,Computer Science,3.29,2024
36006,Timothy Kennedy,23,timothy.kennedy885@university.edu,Mathematics,3.25,2027
4908,Debra Reilly,21,amy78@jackson.com,Chemistry,3.82,2027
74831,Miranda Murray,24,miranda.murray781@university.edu,Physics,2.92,2027
45262,Bryan Sullivan,24,bryan.sullivan79@gmail.com,Computer Science,3.53,2024
85984,Scott Bradley,19,scott.bradley151@university.edu,Biology,2.91,2029
56703,Alex Lamb,23,alex.lamb177@hotmail.com,Physics,2.81,2029
20732,Melinda Anderson,20,melinda.anderson505@university.edu,Computer Science,3.73,2025
1410,Richard Munoz,23,richard.munoz18@hotmail.com,Biology,4.0,2030
1214,Scott Gomez,24,jacksonjulie@estrada.org,Physics,3.28,2027
70514,Stephanie Ross,18,stephanie.ross614@hotmail.com,Chemistry,3.25,2024
69327,Aaron Wise,25,aaron.wise642@yahoo.com,Computer Science,3.2,2024
81856,Ronald Potter,22,ronald.potter199@gmail.com,Physics,2.72,2030
26055,Joseph Mayer,18,joseph.mayer380@hotmail.com,Physics,3.67,2026
16448,Allison Spencer,21,allison.spencer313@gmail.com,Physics,3.0,2029
38643,Jeffrey Baldwin,18,jeffrey.baldwin541@gmail.com,Physics,3.39,2024
6799,Heather Davis,21,heather.davis310@university.edu,Physics,2.8,2027
16147,Carlos Adams,24,carlos.adams857@gmail.com,Biology,3.23,2030
28385,Jeremy Edwards,23,jeremy.edwards199@hotmail.com,Chemistry,2.67,2029
11443,Mary Hill,23,mary.hill663@yahoo.com,Biology,3.78,2024
40234,Heather Mcmahon,21,heather.mcmahon732@university.edu,Physics,2.36,2024
11378,Justin Foster,25,justin.foster308@yahoo.com,Biology,3.58,2029
16861,Janice Henson,18,janice.henson166@gmail.com,Chemistry,3.0,2029
77501,Steven Lee,18,steven.lee466@university.edu,Mathematics,3.56,2030
27633,John Coffey,20,john.coffey550@hotmail.com,Computer Science,2.84,2029
11357,Dustin Gallegos,23,dustin.gallegos983@university.edu,Computer Science,2.56,2025
26227,Edward Barton,18,edward.barton394@university.edu,Physics,3.79,2028
85832,Elizabeth Camacho,24,elizabeth.camacho172@university.edu,Physics,2.77,2030
28512,Kathleen Martinez,24,kathleen.martinez140@hotmail.com,Biology,3.37,2029
75928,Cynthia Rowe,21,cynthia.rowe330@university.edu,Chemistry,2.77,2024
8556,Mrs. Amber Luna DVM,19,zgray@salazar.net,Chemistry,2.62,2029
75345,Shawn Scott,23,shawn.scott558@yahoo.com,Physics,2.98,2029
96320,Keith Jennings,24,keith.jennings114@hotmail.com,Physics,3.21,2024
37974,Sara Stuart,21,sara.stuart147@university.edu,Mathematics,2.41,2027
95735,Tammy Cameron,20,tammy.cameron509@gmail.com,Biology,3.27,2025
39489,Amber Wilson,25,amber.wilson111@hotmail.com,Mathematics,2.51,2025
50441,Matthew Harrington,25,matthew.harrington956@hotmail.com,Biology,3.23,2029
5652,Brooke Davis,19,millerkevin@white.com,Chemistry,3.35,2030
3762,Dale Wright,18,dale.wright862@gmail.com,Chemistry,3.48,2030
72358,Steve Miller PhD,25,steve.miller.phd715@hotmail.com,Biology,3.29,2030
47490,Lauren Cunningham,24,lauren.cunningham843@gmail.com,Chemistry,3.32,2028
44435,Mark Weaver,23,mark.weaver874@gmail.com,Physics,2.98,2029
41685,Joshua Reed,25,joshua.reed463@gmail.com,Physics,2.29,2030
76914,Joshua Blair,18,joshua.blair766@hotmail.com,Physics,3.23,2028
58761,Edgar Hughes,18,edgar.hughes65@hotmail.com,Chemistry,2.45,2024
7884,Michael Cruz,20,michael.cruz476@university.edu,Computer Science,3.6,2027
90055,Andrea Garcia,24,andrea.garcia774@yahoo.com,Computer Science,2.58,2030
51070,Sarah Booth,23,sarah.booth985@gmail.com,Physics,3.38,2028
33483,Samantha Zavala MD,23,samantha.zavala.md445@yahoo.com,Biology,2.61,2028
18625,Ryan Murphy,23,ryan.murphy805@university.edu,Computer Science,3.51,2028
16704,Joseph Montgomery,19,joseph.montgomery776@university.edu,Mathematics,3.4,2030
31689,Mr. Alexander Landry MD,24,mr..alexander.landry.md672@gmail.com,Chemistry,3.34,2024
11041,Tammy Williams MD,18,tammy.williams.md130@university.edu,Physics,2.87,2024
94504,Matthew Thomas,19,matthew.thomas265@gmail.com,Mathematics,3.36,2027
42967,Julian Williams,18,julian.williams616@university.edu,Physics,3.17,2030
14954,Evan Cooper,19,evan.cooper217@gmail.com,Mathematics,2.98,2026
13899,Paula Moreno,18,paula.moreno413@hotmail.com,Mathematics,3.46,2024
37234,Jessica Simmons,23,jessica.simmons977@gmail.com,Computer Science,4.0,2026
54150,Elizabeth Miles,19,elizabeth.miles217@university.edu,Biology,3.48,2030
81473,Bonnie Valencia,22,bonnie.valencia729@gmail.com,Biology,3.31,2030
88543,Richard Ryan,18,richard.ryan648@hotmail.com,Mathematics,3.71,2028
6178,Miss April Smith,20,logansanchez@manning.com,Mathematics,3.15,2028
15068,Rachel Taylor,25,rachel.taylor427@university.edu,Physics,3.03,2026
67062,Tyler Velazquez,25,tyler.velazquez66@yahoo.com,Biology,2.89,2025
7440,Pamela Morgan,24,pamela.morgan750@university.edu,Physics,3.06,2025
26426,Teresa Allen,18,teresa.allen904@hotmail.com,Mathematics,2.85,2026
92097,Tommy Hood,24,tommy.hood292@hotmail.com,Computer Science,3.89,2028
22339,Ryan Barker,25,ryan.barker830@university.edu,Computer Science,3.74,2028
93159,Carla Reid DDS,22,carla.reid.dds751@university.edu,Computer Science,3.89,2028
34150,Ryan Crane,25,ryan.crane409@university.edu,Chemistry,2.36,2026
37961,Laura Robertson,22,laura.robertson623@gmail.com,Biology,3.14,2025
78469,Erica Wilson,19,erica.wilson838@gmail.com,Physics,2.86,2028
55106,Mary Peterson,23,mary.peterson345@university.edu,Mathematics,3.42,2025
56344,Taylor Flores,24,taylor.flores22@yahoo.com,Chemistry,3.02,2024
71438,Alyssa Powers,18,alyssa.powers356@yahoo.com,Physics,2.12,2030
72352,Kenneth Jackson,18,kenneth.jackson530@gmail.com,Mathematics,1.77,2029
33841,Haley Johnson,20,haley.johnson860@gmail.com,Chemistry,3.71,2026
2982,Felicia Lee,18,torresjacqueline@chambers-woodard.net,Biology,2.61,2028
2953,John Cooper,20,john.cooper236@yahoo.com,Biology,2.92,2024
67724,James Grimes,22,james.grimes340@hotmail.com,Biology,3.24,2029
44890,Cody Hoover,23,cody.hoover597@yahoo.com,Chemistry,3.54,2027
25917,Lisa Kaiser,20,lisa.kaiser2@hotmail.com,Computer Science,2.9,2027
95001,Laura Adams,21,laura.adams630@gmail.com,Physics,3.14,2030
63499,Joe Martinez,24,joe.martinez277@yahoo.com,Computer Science,2.46,2027
9294,Stephanie West,20,stephanie.west221@gmail.com,Computer Science,2.74,2027
14051,Joshua Rodriguez,20,joshua.rodriguez222@university.edu,Computer Science,4.0,2024
13004,Elizabeth Nicholson,18,elizabeth.nicholson444@yahoo.com,Physics,2.12,2029
3992,Kevin Gregory,23,kevin.gregory625@yahoo.com,Physics,3.88,2029
51194,Brittany Stevens,23,brittany.stevens477@gmail.com,Computer Science,4.0,2025
65617,Erin Ellis,24,erin.ellis946@hotmail.com,Chemistry,3.83,2026
82768,Lisa Montes,19,lisa.montes12@yahoo.com,Chemistry,3.35,2028
26590,Kenneth Washington,18,kenneth.washington190@university.edu,Biology,3.42,2029
85940,Charles Bush,22,charles.bush769@gmail.com,Physics,3.81,2029
8721,Michael Kim,25,jacksonhannah@miles.com,Computer Science,3.27,2027
39891,Brittney Martinez,24,brittney.martinez519@hotmail.com,Physics,3.23,2026
26506,Sharon Santos,23,sharon.santos922@university.edu,Chemistry,2.2,2030
84303,Maria Valenzuela,20,maria.valenzuela378@hotmail.com,Biology,3.13,2025
9204,Joshua Richardson,22,stephenanderson@gmail.com,Chemistry,2.14,2024
68672,James Randall,23,james.randall459@yahoo.com,Computer Science,2.96,2026
92748,Alexis Cervantes,23,alexis.cervantes683@gmail.com,Physics,2.92,2026
79671,Courtney Smith,25,courtney.smith205@gmail.com,Physics,4.0,2025
33778,Samantha Foster,24,samantha.foster849@gmail.com,Physics,3.95,2030
1113,Willie Russell,18,susan10@yahoo.com,Computer Science,2.51,2028
10254,Emily Pearson,24,emily.pearson916@hotmail.com,Computer Science,2.55,2025
16608,Elizabeth Holmes,21,elizabeth.holmes458@yahoo.com,Physics,2.65,2028
42358,Denise Wallace,25,denise.wallace783@yahoo.com,Chemistry,3.3,2029
80116,Terry Waller,25,terry.waller36@hotmail.com,Computer Science,3.57,2030
83557,Erika Gonzalez,19,erika.gonzalez933@university.edu,Physics,3.04,2027
89964,Eduardo Obrien,23,eduardo.obrien16@hotmail.com,Chemistry,2.59,2027
2268,Jesse Riley,25,jesse.riley830@hotmail.com,Computer Science,3.99,2027
87665,Brian Murphy,20,brian.murphy594@gmail.com,Mathematics,2.86,2030
38699,Zachary White,25,zachary.white792@gmail.com,Computer Science,2.93,2024
54578,Jonathan Lawrence,23,jonathan.lawrence696@gmail.com,Mathematics,3.72,2029
50682,Linda Rodriguez,19,linda.rodriguez814@hotmail.com,Mathematics,3.11,2026
57892,Ana Higgins,22,ana.higgins989@gmail.com,Physics,2.59,2024
81584,Michelle Wilson,21,michelle.wilson759@university.edu,Biology,4.0,2024
44279,Lisa Barnes,23,lisa.barnes680@gmail.com,Mathematics,1.85,2026
89832,Lori Johns,22,lori.johns698@university.edu,Physics,4.0,2027
9140,Christopher Lee,21,christopher.lee430@gmail.com,Mathematics,2.5,2030
93294,Timothy Thompson,20,timothy.thompson205@gmail.com,Physics,3.31,2029
24544,Karen Thomas,18,karen.thomas121@hotmail.com,Chemistry,2.93,2025
2318,Bryan Velazquez,25,bpowell@gmail.com,Mathematics,3.0,2030
71485,Joseph Swanson,18,joseph.swanson844@university.edu,Mathematics,2.66,2028
53819,Danielle Nelson,24,danielle.nelson436@gmail.com,Computer Science,2.98,2026
28559,Roy King,23,roy.king705@gmail.com,Computer Science,2.43,2028
8008,Tracy Wang,21,tracy.wang542@hotmail.com,Physics,4.0,2030
9511,Colton Martinez,22,colton.martinez913@hotmail.com,Mathematics,3.02,2029
56950,Casey Blanchard,22,casey.blanchard709@hotmail.com,Chemistry,2.75,2028
95489,Evelyn Martinez,25,evelyn.martinez609@yahoo.com,Computer Science,2.46,2025
38876,Sharon Cowan,22,sharon.cowan595@hotmail.com,Mathematics,3.77,2024
52857,Kimberly Taylor,22,kimberly.taylor317@university.edu,Chemistry,2.44,2026
33531,Richard Bauer,23,richard.bauer720@university.edu,Biology,3.53,2026
42922,Joseph Davis,18,joseph.davis187@gmail.com,Physics,2.9,2029
67904,David Reed,25,david.reed794@university.edu,Biology,2.93,2027
28483,Joyce Brown,21,joyce.brown710@gmail.com,Computer Science,3.67,2030
24368,Michael Wiggins,23,michael.wiggins698@gmail.com,Biology,2.92,2024
37306,Brett Rivera,20,brett.rivera225@yahoo.com,Physics,2.65,2027
97750,Michael Preston,23,michael.preston791@hotmail.com,Computer Science,2.73,2027
42915,James Tucker,25,james.tucker679@yahoo.com,Physics,3.52,2024
86175,Paula Lane,19,paula.lane318@university.edu,Mathematics,3.74,2030
61324,Christina White,25,christina.white510@university.edu,Physics,3.41,2025
37336,Kristin Williams,24,kristin.williams550@gmail.com,Biology,2.59,2027
33192,Tracie Wiley,24,tracie.wiley354@hotmail.com,Physics,3.78,2029
10103,Janet Shelton,25,janet.shelton98@university.edu,Mathematics,3.24,2026
15308,Kelly Phillips,19,kelly.phillips520@university.edu,Physics,2.84,2024
94945,Amy Mccullough,22,amy.mccullough520@hotmail.com,Chemistry,2.44,2026
73185,Rebecca Cox,23,rebecca.cox50@yahoo.com,Computer Science,2.98,2025
34126,Laurie Goodwin,25,laurie.goodwin719@yahoo.com,Physics,2.97,2029
1027,Melissa Banks,21,melissa.banks809@yahoo.com,Biology,2.35,2030
71405,Rodney Williams,19,rodney.williams313@yahoo.com,Mathematics,3.05,2029
4637,Roger Mason,19,roger.mason81@yahoo.com,Computer Science,2.7,2024
16653,Jill Roman,18,jill.roman455@gmail.com,Computer Science,2.45,2030
94965,Katherine Padilla,20,katherine.padilla102@yahoo.com,Computer Science,3.59,2025
91842,Tracy Guzman,21,tracy.guzman456@university.edu,Computer Science,3.61,2026
84730,James Davenport,22,james.davenport824@hotmail.com,Computer Science,1.84,2028
8134,Brandon Garcia,19,brandon58@cummings-johnson.biz,Computer Science,2.73,2030
51845,David Morrison,19,david.morrison35@gmail.com,Computer Science,2.79,2027
6610,Aaron Schroeder,21,aaron.schroeder531@hotmail.com,Computer Science,2.72,2027
65713,Beth Hall,22,beth.hall241@yahoo.com,Chemistry,3.37,2024
97039,Anthony Gonzales,19,anthony.gonzales749@university.edu,Chemistry,2.31,2029
86069,Dillon Case,25,dillon.case1@yahoo.com,Biology,2.63,2026
61931,Eric Knox,19,eric.knox896@gmail.com,Mathematics,2.59,2025
15933,Rhonda Gutierrez,25,rhonda.gutierrez184@yahoo.com,Mathematics,3.35,2024
57645,William Mcmillan,20,william.mcmillan425@university.edu,Biology,3.9,2026
34667,Michelle Prince,20,michelle.prince331@hotmail.com,Biology,1.89,2029
41243,Valerie Benson,25,valerie.benson447@gmail.com,Biology,3.76,2028
94525,Deborah Figueroa,22,deborah.figueroa241@hotmail.com,Computer Science,3.18,2028
99738,Christine Williams,21,christine.williams776@gmail.com,Computer Science,2.16,2030
15026,Alfred Galvan,19,alfred.galvan537@yahoo.com,Physics,3.33,2028
88406,Jack Garcia,20,jack.garcia187@university.edu,Biology,2.28,2030
55269,Ralph Yoder,18,ralph.yoder342@hotmail.com,Chemistry,2.63,2029
85874,Matthew Mueller,24,matthew.mueller755@gmail.com,Computer Science,3.02,2027
70822,Rebecca Henderson,20,rebecca.henderson132@university.edu,Biology,2.67,2025
86151,Steven Thomas,20,steven.thomas55@yahoo.com,Chemistry,3.49,2025
54887,Luke Johnson,24,luke.johnson676@hotmail.com,Computer Science,1.56,2025
21203,William Gould,24,william.gould809@university.edu,Physics,3.9,2028
43445,Alexandria Wise,21,alexandria.wise454@gmail.com,Physics,2.51,2025
4875,Cynthia Hendricks,24,cynthia.hendricks725@yahoo.com,Physics,2.75,2025
27619,Eric Patrick,25,eric.patrick850@yahoo.com,Biology,4.0,2029
59954,Ashley Wise,23,ashley.wise95@yahoo.com,Physics,3.45,2027
73515,Miss Gina Walton,25,miss.gina.walton315@university.edu,Physics,2.55,2026
61435,Victoria Lewis,19,victoria.lewis542@university.edu,Computer Science,3.17,2030
71127,James Jefferson,18,james.jefferson481@university.edu,Chemistry,3.73,2027
6850,Stephanie Herrera,25,stephanie.herrera28@gmail.com,Chemistry,2.53,2029
95641,Scott Lopez,25,scott.lopez444@university.edu,Computer Science,2.57,2029
81281,Michele Cherry,21,michele.cherry807@gmail.com,Chemistry,3.19,2026
79584,Jason Hayes,24,jason.hayes652@yahoo.com,Biology,2.43,2030
3843,Paula Lopez,19,paula.lopez258@gmail.com,Physics,2.49,2028
11479,Robert Hall,24,robert.hall446@hotmail.com,Mathematics,2.23,2027
50522,Craig Raymond,20,craig.raymond807@yahoo.com,Physics,3.59,2026
91457,Cody Bailey,19,cody.bailey724@gmail.com,Biology,3.17,2027
9683,Alison Williams,22,alison.williams684@gmail.com,Mathematics,3.59,2030
54026,Michelle Mcdowell,25,michelle.mcdowell189@yahoo.com,Mathematics,2.84,2028
2109,William Harrison,21,william.harrison259@hotmail.com,Chemistry,4.0,2029
53782,Sean Kaiser,19,sean.kaiser133@yahoo.com,Physics,3.31,2028
67828,Lori Patton,24,lori.patton660@gmail.com,Computer Science,1.76,2026
65260,Kirk Carter,25,kirk.carter76@gmail.com,Computer Science,3.07,2025
87535,Emily Bennett,21,emily.bennett424@hotmail.com,Computer Science,2.46,2028
35500,Eddie Adams,22,eddie.adams530@hotmail.com,Computer Science,2.58,2025
29780,Donna Williams,19,donna.williams55@gmail.com,Chemistry,2.25,2025
63421,Victoria Gray,25,victoria.gray361@hotmail.com,Physics,1.84,2028
93034,Tammy Mcdaniel,24,tammy.mcdaniel404@yahoo.com,Mathematics,3.6,2027
4835,Kenneth Brown,19,kenneth.brown150@hotmail.com,Biology,2.24,2026
98776,Harold Garrett,19,harold.garrett131@hotmail.com,Biology,1.33,2030
4988,Kelly Lopez,25,kelly.lopez623@university.edu,Chemistry,2.01,2027
69126,Patrick Harris,25,patrick.harris883@university.edu,Physics,3.05,2027
43127,Cameron Smith,21,cameron.smith167@university.edu,Chemistry,2.95,2028
8694,Amanda Roberts,19,michael36@yahoo.com,Biology,2.55,2029
13198,Judith Carter,23,judith.carter885@university.edu,Physics,3.37,2027
21366,Courtney Nichols,25,courtney.nichols914@hotmail.com,Computer Science,1.34,2030
40052,Jennifer Weber,25,jennifer.weber439@gmail.com,Physics,3.73,2028
9477,Cindy Johnston,22,james96@webb.org,Mathematics,3.76,2025
5951,Sandy Evans,18,sandy.evans257@gmail.com,Chemistry,3.64,2025
33097,Chelsea Garcia,23,chelsea.garcia47@hotmail.com,Computer Science,3.28,2030
54422,Rebecca Hoover,19,rebecca.hoover780@hotmail.com,Physics,4.0,2024
12609,Brenda Harris,23,brenda.harris248@university.edu,Mathematics,3.39,2027
86316,Wesley Rich,23,wesley.rich247@gmail.com,Physics,3.93,2027
60298,Nicole Richards,25,nicole.richards514@gmail.com,Computer Science,2.92,2028
95945,Virginia Mendez,19,virginia.mendez980@hotmail.com,Mathematics,3.53,2029
60468,Tyler Chapman MD,24,tyler.chapman.md182@yahoo.com,Biology,2.23,2027
84050,Donna Frye,19,donna.frye413@hotmail.com,Chemistry,2.05,2026
94253,Samuel Suarez,20,samuel.suarez736@gmail.com,Physics,2.04,2029
52345,Joel Wise,18,joel.wise342@gmail.com,Physics,2.93,2030
71092,Shawn Rodriguez,25,shawn.rodriguez665@university.edu,Computer Science,2.76,2030
21715,Suzanne Jones,23,suzanne.jones70@gmail.com,Physics,3.81,2030
15224,Darrell Oliver,19,darrell.oliver783@yahoo.com,Physics,3.16,2025
52296,Timothy Moore,24,timothy.moore74@hotmail.com,Computer Science,3.5,2025
95519,Patricia Le,23,patricia.le195@yahoo.com,Chemistry,2.93,2028
30102,Jeremy Reed,25,jeremy.reed906@hotmail.com,Biology,2.74,2027
24713,Adam Arnold,23,adam.arnold212@university.edu,Biology,3.56,2027
42793,Kelly Duncan,19,kelly.duncan56@hotmail.com,Biology,3.45,2029
42574,Marco Davis,23,marco.davis410@gmail.com,Chemistry,3.66,2026
95315,Ronnie Frazier,22,ronnie.frazier292@university.edu,Physics,3.27,2025
86182,Aaron Miller,18,aaron.miller96@university.edu,Computer Science,2.42,2028
19106,Alan Waller,22,alan.waller815@hotmail.com,Computer Science,2.53,2024
94824,Ryan Davis,24,ryan.davis402@university.edu,Physics,3.14,2029
59857,Heather Becker,18,heather.becker517@yahoo.com,Physics,2.44,2028
47616,Cynthia Haas,20,cynthia.haas142@hotmail.com,Computer Science,3.1,2028
8473,Reginald Richardson,21,bakerjeremy@young-jones.info,Computer Science,2.04,2024
69690,Veronica Simpson,20,veronica.simpson373@hotmail.com,Biology,2.18,2027
31258,Steven Hull,21,steven.hull763@gmail.com,Mathematics,2.8,2029
61655,Paul Moreno,22,paul.moreno15@university.edu,Mathematics,3.05,2025
40676,Jeffery Neal,24,jeffery.neal205@university.edu,Computer Science,3.23,2024
39314,Michael Burke,20,michael.burke639@gmail.com,Mathematics,2.26,2027
48968,Eric Short,23,eric.short28@gmail.com,Computer Science,2.68,2025
75553,Rita Graves,18,rita.graves972@yahoo.com,Computer Science,3.86,2026
27100,Christopher Bass,20,christopher.bass26@gmail.com,Physics,3.22,2027
53198,Julie Anderson,24,julie.anderson172@university.edu,Computer Science,3.35,2028
69300,Brandon Owens,23,brandon.owens25@university.edu,Computer Science,3.43,2030
92775,Justin Bennett,22,justin.bennett609@gmail.com,Chemistry,3.66,2029
80954,Debbie Gordon,18,debbie.gordon355@gmail.com,Biology,3.05,2028
49618,Laura Thomas,23,laura.thomas577@gmail.com,Computer Science,2.85,2030
56694,Phillip Kent,24,phillip.kent97@university.edu,Chemistry,3.93,2028
58367,Bradley Johnson DDS,24,bradley.johnson.dds405@gmail.com,Computer Science,2.39,2028
63185,Sara Evans,21,sara.evans529@university.edu,Mathematics,2.56,2027
84837,Brittany Cisneros,23,brittany.cisneros283@hotmail.com,Computer Science,2.26,2026
18500,Shawn Lindsey,25,shawn.lindsey743@yahoo.com,Physics,3.99,2027
46871,Megan Baker,24,megan.baker860@gmail.com,Mathematics,2.23,2029
35525,Jaime Williams,18,jaime.williams319@hotmail.com,Biology,2.71,2028
34260,Alexander Guzman,20,alexander.guzman355@yahoo.com,Mathematics,2.25,2029
13767,Jill Powers,18,jill.powers147@hotmail.com,Chemistry,2.36,2030
91626,Kevin Fisher,25,kevin.fisher999@hotmail.com,Chemistry,3.16,2028
3799,Rodney Morales,18,rodney.morales806@hotmail.com,Physics,2.57,2025
67209,Christine Goodwin,20,christine.goodwin426@university.edu,Physics,2.88,2025
54900,Chad Allison,24,chad.allison829@university.edu,Computer Science,2.99,2026
44583,Edward Burgess,20,edward.burgess46@hotmail.com,Chemistry,3.1,2030
22310,Stacey Clements,24,stacey.clements603@gmail.com,Biology,4.0,2025
77210,Cody Morris,19,cody.morris175@university.edu,Chemistry,3.15,2027
46757,Amber Bennett,25,amber.bennett827@university.edu,Computer Science,3.34,2026
48012,Julie Alexander,18,julie.alexander408@hotmail.com,Physics,2.84,2024
59349,Clifford Murphy DVM,22,clifford.murphy.dvm419@hotmail.com,Mathematics,2.86,2025
64944,Anna Wheeler,24,anna.wheeler668@yahoo.com,Chemistry,3.0,2029
99112,Joseph Knight,25,joseph.knight240@yahoo.com,Computer Science,1.87,2030
66598,Mr. Aaron Arnold,19,mr..aaron.arnold889@university.edu,Chemistry,3.39,2027
81868,David Lopez,21,david.lopez663@hotmail.com,Chemistry,4.0,2028
52543,Jesse Perry,25,jesse.perry990@yahoo.com,Physics,2.44,2026
37362,Heather Stevens,22,heather.stevens499@hotmail.com,Chemistry,2.47,2029
48214,Dennis Marshall,19,dennis.marshall20@hotmail.com,Biology,3.41,2029
91707,Charles Weaver,23,charles.weaver599@hotmail.com,Physics,3.14,2024
37884,Ryan Carpenter,25,ryan.carpenter961@gmail.com,Physics,2.6,2030
32270,Nicholas Lawrence,21,nicholas.lawrence562@yahoo.com,Biology,3.06,2027
53781,Heidi Graham,20,heidi.graham609@hotmail.com,Chemistry,3.19,2027
77318,Jacqueline Banks,25,jacqueline.banks3@yahoo.com,Chemistry,3.68,2027
13097,Angela Ramos,23,angela.ramos933@hotmail.com,Chemistry,1.3,2028
